user,failed_logins,requests_count,docs_accessed,docs_downloaded,hour_of_day,error_rate,unique_endpoints,session_duration_min,sensitive_docs_accessed,distinct_ips,share_actions,admin_actions,password_reset_delay_min,e2e_key_failures,repeated_doc_downloads,is_anomaly
user_30@scp.local,0,28,7,4,16,0.003,6,26.9,2,1,2,0,0,0,2,0
user_29@scp.local,0,52,9,5,11,0.061,4,72.5,2,1,0,0,0,0,0,0
user_15@scp.local,0,43,3,2,11,0.018,10,91.6,2,1,1,0,0,0,1,0
user_44@scp.local,0,82,7,4,14,0.023,7,11.6,1,1,0,0,0,0,2,0
user_17@scp.local,0,97,7,3,9,0.006,4,88.2,2,1,3,0,0,0,2,0
user_43@scp.local,0,40,9,2,14,0.035,9,43.1,1,1,0,0,0,0,0,0
user_2@scp.local,0,11,7,1,10,0.041,3,62.4,0,1,0,0,0,0,1,0
user_1@scp.local,0,98,10,3,15,0.023,3,177.1,1,1,0,0,0,0,1,0
user_46@scp.local,0,14,6,4,12,0.032,5,60.9,0,1,3,0,0,0,0,0
user_45@scp.local,0,95,8,2,9,0.041,7,24.0,1,1,2,0,0,0,2,0
user_27@scp.local,0,51,7,3,12,0.015,3,27.1,1,1,0,0,0,0,1,0
user_2@scp.local,0,46,4,19,9,0.049,4,33.1,16,1,15,0,0,0,1,1
user_25@scp.local,0,97,8,4,11,0.017,4,33.4,1,1,0,0,0,0,1,0
user_15@scp.local,0,20,6,1,15,0.023,10,68.6,1,1,0,0,0,0,0,0
user_8@scp.local,0,31,4,1,12,0.047,8,24.3,2,1,1,0,0,0,1,0
user_26@scp.local,0,27,10,2,17,0.042,3,87.4,1,1,0,0,0,0,2,0
user_30@scp.local,0,49,6,2,14,0.021,3,160.3,0,1,3,0,0,0,1,0
user_18@scp.local,0,10,2,3,13,0.045,3,98.9,1,1,1,0,0,0,2,0
user_17@scp.local,0,62,7,5,15,0.045,7,82.9,1,1,1,0,0,0,0,0
user_26@scp.local,0,18,5,4,11,0.017,9,102.0,0,1,3,0,0,0,0,0
user_39@scp.local,0,89,9,4,14,0.001,18,44.1,0,1,2,20,0,0,2,1
user_9@scp.local,0,50,9,1,9,0.021,8,77.2,1,1,2,0,0,0,0,0
user_35@scp.local,0,38,9,2,13,0.03,6,82.2,0,1,2,0,0,0,1,0
user_24@scp.local,10,33,9,4,14,0.406,8,35.3,2,1,2,0,0,9,0,1
user_44@scp.local,0,21,10,2,17,0.046,5,61.7,0,1,0,0,0,0,2,0
user_15@scp.local,0,39,7,1,15,0.027,9,108.3,0,1,1,0,0,0,0,0
user_41@scp.local,0,42,2,2,10,0.024,5,60.1,1,1,2,0,0,0,0,0
user_11@scp.local,0,66,3,1,13,0.026,3,66.2,1,1,2,0,0,0,0,0
user_48@scp.local,0,28,1,0,10,0.037,5,78.2,0,1,2,0,0,0,2,0
user_23@scp.local,0,52,1,2,15,0.02,4,11.0,0,1,0,0,0,0,0,0
user_17@scp.local,0,71,0,2,9,0.002,5,40.2,1,1,2,0,0,0,0,0
user_9@scp.local,0,95,56,56,10,0.032,4,18.9,2,1,2,0,0,0,15,1
user_14@scp.local,0,35,7,2,14,0.035,5,51.4,0,1,1,0,0,0,1,0
user_29@scp.local,0,82,8,0,17,0.006,5,118.9,0,1,3,0,0,0,1,0
user_7@scp.local,0,18,9,2,12,0.03,3,12.9,0,1,1,0,0,0,0,0
user_31@scp.local,0,83,2,3,12,0.027,6,111.9,2,1,0,0,0,0,0,0
user_43@scp.local,0,53,7,1,17,0.012,8,58.0,2,1,1,0,0,0,1,0
user_36@scp.local,0,12,4,2,9,0.055,3,69.2,0,1,3,0,0,0,1,0
user_50@scp.local,0,70,6,1,15,0.033,8,114.1,0,1,3,0,0,0,1,0
user_24@scp.local,0,80,5,2,14,0.011,3,19.5,2,1,2,0,0,0,1,0
user_44@scp.local,0,96,5,0,14,0.025,3,25.6,1,1,2,0,0,0,2,0
user_31@scp.local,0,88,7,0,15,0.012,5,18.1,1,1,3,0,0,0,1,0
user_26@scp.local,0,74,8,5,13,0.032,10,68.6,0,1,0,0,0,0,0,0
user_28@scp.local,0,56,7,4,11,0.055,5,108.1,1,1,3,0,0,0,0,0
user_17@scp.local,0,25,4,1,14,0.01,6,10.3,1,1,2,0,0,0,1,0
user_30@scp.local,0,354,4,1,14,0.505,25,95.6,0,1,1,0,0,0,2,1
user_32@scp.local,0,18,7,3,14,0.022,16,112.9,1,1,1,11,0,0,0,1
user_25@scp.local,0,46,8,2,11,0.04,3,168.7,0,1,3,0,0,0,0,0
user_23@scp.local,0,17,3,4,15,0.004,4,69.2,2,1,0,0,0,0,1,0
user_31@scp.local,0,26,2,0,13,0.034,4,14.7,2,1,0,0,0,0,0,0
user_47@scp.local,0,41,6,4,12,0.009,10,24.8,0,1,2,0,0,0,0,0
user_46@scp.local,0,58,4,1,14,0.011,8,10.3,1,1,2,0,0,0,2,0
user_38@scp.local,0,18,6,2,9,0.007,10,25.1,2,1,1,0,0,0,0,0
user_45@scp.local,0,61,7,4,10,0.011,10,22.3,0,1,3,0,0,0,2,0
user_31@scp.local,0,20,2,0,15,0.045,10,30.5,2,1,0,0,0,0,0,0
user_50@scp.local,0,44,8,4,9,0.007,8,62.9,1,1,2,0,0,0,2,0
user_32@scp.local,0,66,0,4,13,0.014,7,68.8,2,1,1,0,0,0,2,0
user_42@scp.local,0,28,10,4,12,0.004,8,79.2,2,1,3,0,0,0,0,0
user_13@scp.local,0,12,3,1,12,0.0,8,73.1,2,1,1,0,0,0,2,0
user_19@scp.local,0,24,6,0,15,0.018,10,22.3,2,1,2,0,0,0,2,0
user_48@scp.local,0,45,1,5,15,0.032,6,10.3,1,1,2,0,0,0,1,0
user_37@scp.local,0,37,7,0,9,0.003,7,116.8,1,1,0,0,0,0,0,0
user_15@scp.local,14,98,4,1,11,0.544,8,37.4,0,1,0,0,0,5,0,1
user_39@scp.local,0,96,6,5,11,0.03,5,7.8,2,3,2,0,0,0,0,0
user_25@scp.local,0,52,6,4,17,0.021,6,104.9,2,1,2,0,0,0,0,0
user_44@scp.local,6,18,8,2,13,0.041,5,7.9,1,7,0,0,0.445,0,2,1
user_28@scp.local,0,94,1,4,12,0.021,6,39.3,1,1,1,0,0,0,1,0
user_50@scp.local,0,76,7,1,15,0.046,23,86.8,0,1,1,7,0,0,0,1
user_12@scp.local,0,76,3,3,9,0.017,4,29.7,0,1,3,0,0,0,0,0
user_47@scp.local,0,75,7,3,13,0.048,6,59.0,2,1,2,0,0,0,0,0
user_2@scp.local,0,76,0,2,15,0.028,3,22.2,0,1,0,0,0,0,1,0
user_19@scp.local,0,73,1,0,14,0.041,10,81.0,0,1,3,0,0,0,2,0
user_11@scp.local,0,59,5,4,11,0.009,6,43.8,2,1,0,0,0,0,2,0
user_3@scp.local,0,19,3,2,17,0.044,7,12.4,1,1,3,0,0,0,1,0
user_3@scp.local,0,97,1,1,13,0.037,9,57.0,2,1,0,0,0,0,2,0
user_20@scp.local,0,77,1,2,12,0.011,10,82.2,2,1,1,0,0,0,0,0
user_1@scp.local,0,28,0,2,17,0.05,3,77.6,1,1,3,0,0,0,2,0
user_14@scp.local,0,94,4,1,17,0.024,3,36.5,0,1,3,0,0,0,0,0
user_22@scp.local,0,26,5,0,12,0.026,6,13.0,2,1,3,0,0,0,1,0
user_44@scp.local,0,35,3,4,14,0.007,10,33.3,1,1,2,0,0,0,1,0
user_5@scp.local,0,94,0,2,11,0.026,9,20.0,2,1,2,0,0,0,1,0
user_28@scp.local,0,15,8,2,10,0.046,3,74.2,1,1,1,0,0,0,1,0
user_50@scp.local,0,46,15,7,16,0.017,9,72.7,0,1,0,0,0,0,2,0
user_3@scp.local,0,83,9,4,12,0.048,6,103.2,0,1,0,0,0,0,0,0
user_3@scp.local,0,67,4,2,17,0.02,5,39.9,0,1,0,0,0,0,2,0
user_19@scp.local,0,14,5,5,17,0.031,5,69.7,1,1,1,0,0,0,1,0
user_18@scp.local,0,66,2,0,14,0.024,7,32.9,1,1,1,0,0,0,0,0
user_5@scp.local,0,28,10,5,13,0.039,10,38.2,1,1,2,0,0,0,1,0
user_27@scp.local,0,89,5,4,13,0.037,7,107.8,2,1,0,0,0,0,0,0
user_12@scp.local,0,52,6,3,16,0.004,10,95.9,1,1,1,0,0,0,0,0
user_31@scp.local,0,295,10,3,13,0.332,22,56.2,2,1,1,0,0,0,1,1
user_32@scp.local,0,64,1,5,16,0.041,6,119.2,0,1,1,0,0,0,0,0
user_21@scp.local,0,69,10,4,12,0.007,3,98.6,2,1,3,0,0,0,2,0
user_2@scp.local,0,66,7,0,10,0.024,5,83.6,0,1,1,0,0,0,0,0
user_32@scp.local,0,43,1,3,15,0.041,10,98.9,1,1,2,0,0,0,0,0
user_28@scp.local,0,55,7,2,11,0.036,10,20.8,2,1,1,0,0,0,0,0
user_35@scp.local,0,82,0,4,10,0.01,5,112.4,2,1,3,0,0,0,1,0
user_12@scp.local,0,48,6,5,15,0.047,3,76.2,2,1,1,0,0,0,1,0
user_16@scp.local,0,11,2,0,10,0.021,7,23.6,1,1,2,0,0,0,2,0
user_42@scp.local,0,99,3,4,13,0.043,10,87.5,2,1,3,0,0,0,0,0
user_1@scp.local,0,81,0,5,14,0.037,5,53.1,1,1,2,0,0,0,1,0
user_26@scp.local,0,32,1,5,10,0.004,6,35.8,2,1,2,0,0,0,0,0
user_28@scp.local,0,87,6,5,15,0.01,8,115.5,2,1,2,0,0,0,2,0
user_31@scp.local,0,65,6,0,14,0.034,4,67.3,0,1,1,0,0,0,0,0
user_8@scp.local,8,55,10,0,16,0.035,7,74.4,0,4,0,0,0.38,0,0,1
user_29@scp.local,0,223,10,4,16,0.609,22,96.9,2,1,1,0,0,0,0,1
user_50@scp.local,0,71,4,4,13,0.05,7,32.6,0,1,1,0,0,0,1,0
user_30@scp.local,10,35,0,1,14,0.503,10,59.3,1,1,1,0,0,10,0,1
user_28@scp.local,0,77,5,5,13,0.043,6,107.3,2,1,3,0,0,0,2,0
user_39@scp.local,0,25,3,4,10,0.014,10,40.3,1,1,0,0,0,0,2,0
user_5@scp.local,0,82,10,3,10,0.039,4,61.8,0,1,1,0,0,0,1,0
user_20@scp.local,0,82,1,2,10,0.046,6,19.0,2,1,2,0,0,0,0,0
user_13@scp.local,0,33,4,5,13,0.018,9,96.4,0,1,1,0,0,0,1,0
user_25@scp.local,0,35,9,1,10,0.032,6,37.4,1,1,2,0,0,0,2,0
user_31@scp.local,0,34,4,4,16,0.028,7,116.8,1,1,1,0,0,0,0,0
user_11@scp.local,0,40,6,2,17,0.027,9,155.5,1,1,2,0,0,0,1,0
user_20@scp.local,0,26,2,5,11,0.003,6,62.7,0,1,3,0,0,0,1,0
user_33@scp.local,0,35,10,4,17,0.003,10,106.9,2,1,1,0,0,0,2,0
user_4@scp.local,0,89,6,4,16,0.032,5,117.6,2,1,1,0,0,0,2,0
user_6@scp.local,0,59,34,33,11,0.045,10,110.1,0,1,1,0,0,0,10,1
user_42@scp.local,0,71,1,3,12,0.006,8,27.8,1,1,1,0,0,0,0,0
user_15@scp.local,0,16,9,0,17,0.034,6,99.9,0,1,3,0,0,0,1,0
user_8@scp.local,0,36,10,4,17,0.025,9,47.2,0,1,3,0,0,0,1,0
user_35@scp.local,0,95,8,2,15,0.042,9,8.9,0,1,0,0,0,0,0,0
user_32@scp.local,0,35,7,0,17,0.031,24,99.0,0,1,3,20,0,0,0,1
user_33@scp.local,0,81,7,4,12,0.001,9,29.2,1,1,0,0,0,0,0,0
user_44@scp.local,0,85,0,3,14,0.024,6,72.8,2,1,0,0,0,0,0,0
user_46@scp.local,0,22,1,3,17,0.01,9,44.9,2,1,3,0,0,0,0,0
user_29@scp.local,0,89,49,53,14,0.031,6,96.9,0,1,0,0,0,0,7,1
user_44@scp.local,0,59,2,5,9,0.031,7,115.4,2,1,0,0,0,0,2,0
user_4@scp.local,3,81,9,16,9,0.313,10,70.4,3,1,4,0,0,0,2,1
user_12@scp.local,0,80,3,3,16,0.019,5,48.7,0,1,1,0,0,0,1,0
user_28@scp.local,0,50,4,0,14,0.037,6,37.6,1,1,1,0,0,0,0,0
user_42@scp.local,0,28,9,5,13,0.035,4,98.9,2,1,0,0,0,0,0,0
user_3@scp.local,0,86,8,5,15,0.039,10,91.7,0,1,0,0,0,0,1,0
user_6@scp.local,0,32,9,4,16,0.034,7,74.6,0,1,0,0,0,0,1,0
user_25@scp.local,0,48,10,5,13,0.032,5,35.8,1,1,3,0,0,0,2,0
user_8@scp.local,0,65,4,0,9,0.002,7,39.2,2,1,2,0,0,0,0,0
user_41@scp.local,0,62,9,4,14,0.008,10,110.3,2,1,2,0,0,0,0,0
user_46@scp.local,0,27,10,3,15,0.034,9,72.8,1,2,3,0,0,0,2,0
user_43@scp.local,0,15,3,0,10,0.046,9,107.7,1,1,1,0,0,0,2,0
user_9@scp.local,0,43,8,2,11,0.03,4,87.8,2,1,3,0,0,0,0,0
user_48@scp.local,0,29,3,4,15,0.038,3,57.6,2,1,2,0,0,0,2,0
user_5@scp.local,0,31,7,1,9,0.01,3,74.6,2,1,0,0,0,0,2,0
user_14@scp.local,0,17,8,3,12,0.012,7,99.2,2,3,2,0,0,0,0,0
user_48@scp.local,0,40,4,0,12,0.03,10,43.6,0,1,1,0,0,0,2,0
user_23@scp.local,0,41,1,2,10,0.011,6,102.5,1,1,2,0,0,0,2,0
user_45@scp.local,0,26,2,0,9,0.037,9,77.3,1,1,2,0,0,0,1,0
user_2@scp.local,0,56,9,2,16,0.012,10,32.5,1,1,2,0,0,0,1,0
user_23@scp.local,0,53,0,2,16,0.044,10,29.9,0,1,0,0,0,0,0,0
user_18@scp.local,0,29,10,2,13,0.013,9,38.6,0,1,3,0,0,0,0,0
user_38@scp.local,0,19,10,11,0,0.173,3,98.1,5,1,4,0,0,0,0,1
user_39@scp.local,0,72,2,4,12,0.027,9,61.4,0,1,2,0,0,0,0,0
user_12@scp.local,0,39,10,0,17,0.002,9,113.6,1,1,2,0,0,0,0,0
user_28@scp.local,0,29,2,5,9,0.041,3,34.9,2,1,0,0,0,0,1,0
user_3@scp.local,0,45,7,3,16,0.034,17,62.4,2,1,3,9,0,0,1,1
user_1@scp.local,0,54,9,4,12,0.027,10,13.8,2,1,2,0,0,0,0,0
user_50@scp.local,0,77,4,4,17,0.097,7,94.6,2,1,0,0,0,0,1,0
user_14@scp.local,0,93,4,5,17,0.001,10,57.6,0,1,1,0,0,0,0,0
user_35@scp.local,0,50,9,2,16,0.014,9,21.0,0,1,1,0,0,0,2,0
user_22@scp.local,0,49,3,5,13,0.011,7,23.8,0,1,0,0,0,0,2,0
user_11@scp.local,0,72,1,4,10,0.004,5,104.1,2,1,1,0,0,0,0,0
user_29@scp.local,0,50,6,3,15,0.02,9,101.6,0,1,0,0,0,0,1,0
user_16@scp.local,0,67,6,4,11,0.019,3,61.2,2,1,2,0,0,0,2,0
user_15@scp.local,0,28,6,0,9,0.002,10,71.3,1,1,2,0,0,0,0,0
user_27@scp.local,0,17,1,5,11,0.046,4,49.8,2,1,3,0,0,0,1,0
user_8@scp.local,0,70,3,0,12,0.02,9,35.4,1,1,3,0,0,0,2,0
user_41@scp.local,0,49,14,6,13,0.042,7,115.5,0,1,1,0,0,0,0,0
user_32@scp.local,0,22,0,2,17,0.002,10,26.5,0,1,1,0,0,0,2,0
user_46@scp.local,0,48,5,5,12,0.018,10,33.7,1,1,3,0,0,0,0,0
user_15@scp.local,0,93,10,0,9,0.033,8,93.2,0,1,1,0,0,0,0,0
user_49@scp.local,0,47,9,4,14,0.008,4,50.5,0,1,2,0,0,0,0,0
user_5@scp.local,0,35,3,5,15,0.004,10,6.5,1,1,0,0,0,0,1,0
user_2@scp.local,0,56,10,4,13,0.029,10,33.5,1,1,3,0,0,0,0,0
user_46@scp.local,0,13,7,3,9,0.021,7,55.2,1,1,1,0,0,0,1,0
user_1@scp.local,0,32,1,1,16,0.025,8,115.8,0,1,1,0,0,0,1,0
user_16@scp.local,0,38,2,0,16,0.031,8,90.1,2,1,1,0,0,0,2,0
user_24@scp.local,0,93,6,2,11,0.002,10,100.2,2,1,1,0,0,0,1,0
user_6@scp.local,0,46,7,1,11,0.036,3,37.8,2,1,1,0,0,0,0,0
user_4@scp.local,0,71,6,0,10,0.035,10,14.8,1,1,3,0,0,0,2,0
user_40@scp.local,0,50,3,1,16,0.034,3,8.9,1,1,2,0,0,0,2,0
user_30@scp.local,0,50,0,2,16,0.023,4,11.7,0,1,0,0,0,0,0,0
user_3@scp.local,0,82,10,3,15,0.0,10,65.3,1,1,1,0,0,0,1,0
user_46@scp.local,0,19,4,1,13,0.035,3,119.1,1,1,1,0,0,0,1,0
user_23@scp.local,0,11,4,5,9,0.043,5,9.1,2,1,2,0,0,0,0,0
user_4@scp.local,0,55,9,0,17,0.028,9,69.5,0,1,1,0,0,0,1,0
user_28@scp.local,0,35,7,0,13,0.046,3,28.8,2,1,3,0,0,0,0,0
user_36@scp.local,0,25,5,0,16,0.008,10,29.0,1,1,1,0,0,0,0,0
user_50@scp.local,0,74,5,1,12,0.024,9,53.8,2,1,0,0,0,0,2,0
user_16@scp.local,10,93,8,3,9,0.304,4,61.5,0,1,2,0,0,9,2,1
user_7@scp.local,2,11,7,1,10,0.014,5,38.3,2,7,2,0,0.174,0,1,1
user_9@scp.local,0,15,8,4,12,0.008,7,80.0,1,1,2,0,0,0,2,0
user_1@scp.local,0,72,2,4,12,0.032,3,58.0,1,1,3,0,0,0,2,0
user_4@scp.local,0,37,8,1,10,0.048,3,44.9,2,1,0,0,0,0,2,0
user_13@scp.local,0,22,9,1,9,0.01,6,22.0,2,1,3,0,0,0,0,0
user_40@scp.local,0,86,4,4,10,0.048,6,98.3,1,1,0,0,0,0,2,0
user_21@scp.local,0,31,33,24,10,0.037,3,7.1,0,1,2,0,0,0,15,1
user_34@scp.local,0,22,0,1,12,0.015,6,14.0,1,1,2,0,0,0,1,0
user_32@scp.local,0,66,6,4,12,0.037,5,37.7,1,1,3,0,0,0,1,0
user_23@scp.local,0,18,3,0,17,0.026,5,127.8,1,1,3,0,0,0,0,0
user_19@scp.local,0,71,7,1,11,0.0,6,21.1,1,1,3,0,0,0,1,0
user_17@scp.local,0,56,6,2,11,0.016,9,114.4,0,1,0,0,0,0,1,0
user_26@scp.local,0,55,13,5,12,0.042,4,87.5,1,1,1,0,0,0,0,0
user_12@scp.local,0,25,0,5,14,0.001,3,107.7,1,1,3,0,0,0,2,0
user_47@scp.local,0,70,10,0,12,0.005,8,14.5,0,1,2,0,0,0,0,0
user_31@scp.local,0,18,3,2,14,0.028,10,88.8,1,1,0,0,0,0,2,0
user_12@scp.local,0,38,3,5,16,0.004,7,36.6,1,1,0,0,0,0,0,0
user_24@scp.local,0,85,3,5,13,0.018,10,96.6,0,1,2,0,0,0,2,0
user_45@scp.local,0,68,0,4,13,0.03,6,40.5,0,1,2,0,0,0,0,0
user_9@scp.local,0,12,5,1,14,0.04,7,117.0,1,1,0,0,0,0,0,0
user_19@scp.local,0,37,0,3,10,0.002,5,9.0,2,1,1,0,0,0,2,0
user_37@scp.local,0,74,2,2,16,0.028,8,39.7,2,1,0,0,0,0,1,0
user_22@scp.local,0,80,0,4,14,0.022,8,89.7,2,1,1,0,0,0,0,0
user_39@scp.local,0,36,2,2,9,0.023,8,48.6,2,1,0,0,0,0,2,0
user_8@scp.local,0,92,9,4,10,0.002,6,128.6,2,1,1,0,0,0,2,0
user_1@scp.local,0,88,3,1,14,0.026,6,102.9,2,1,2,0,0,0,0,0
user_12@scp.local,0,14,7,0,10,0.05,3,12.5,2,1,0,0,0,0,0,0
user_5@scp.local,11,26,10,2,13,0.541,7,25.4,1,1,1,0,0,6,0,1
user_27@scp.local,0,93,10,4,12,0.047,10,99.1,0,1,3,0,0,0,0,0
user_28@scp.local,0,55,4,1,15,0.033,10,78.6,2,1,2,0,0,0,1,0
user_19@scp.local,0,91,2,0,16,0.017,4,44.6,2,1,2,0,0,0,0,0
user_37@scp.local,0,62,10,4,14,0.018,7,21.8,1,1,1,0,0,0,2,0
user_35@scp.local,0,56,2,4,12,0.017,6,29.5,2,1,0,0,0,0,2,0
user_25@scp.local,0,34,1,0,9,0.018,5,155.0,1,1,0,0,0,0,2,0
user_34@scp.local,0,61,12,7,9,0.047,3,112.1,1,1,3,0,0,0,2,0
user_18@scp.local,0,75,4,5,15,0.044,6,62.5,0,1,2,0,0,0,2,0
user_36@scp.local,0,22,8,4,14,0.032,3,5.5,1,1,0,0,0,0,2,0
user_20@scp.local,6,91,1,28,9,0.307,3,19.3,6,1,6,0,0,0,1,1
user_16@scp.local,0,62,2,3,13,0.018,5,24.2,0,1,1,0,0,0,1,0
user_29@scp.local,0,45,0,5,13,0.038,4,39.0,2,1,0,0,0,0,2,0
user_40@scp.local,0,34,10,1,16,0.036,7,52.5,1,2,0,0,0,0,2,0
user_26@scp.local,0,79,4,3,14,0.043,8,72.6,1,1,0,0,0,0,2,0
user_24@scp.local,0,10,8,1,15,0.007,10,16.4,0,1,2,0,0,0,0,0
user_26@scp.local,0,18,1,0,12,0.025,4,5.8,1,1,1,0,0,0,1,0
user_5@scp.local,0,59,9,5,11,0.011,10,62.0,0,1,3,0,0,0,1,0
user_13@scp.local,0,28,7,1,13,0.001,6,106.7,2,1,0,0,0,0,0,0
user_8@scp.local,0,15,1,1,16,0.001,5,117.5,2,1,0,0,0,0,2,0
user_7@scp.local,0,89,6,2,10,0.043,7,72.0,2,1,3,0,0,0,0,0
user_1@scp.local,0,37,6,2,17,0.035,9,62.5,1,1,3,0,0,0,1,0
user_8@scp.local,0,22,5,5,14,0.017,3,96.6,0,1,3,0,0,0,2,0
user_29@scp.local,0,53,4,2,13,0.0,4,12.6,0,1,3,0,0,0,2,0
user_30@scp.local,0,78,1,5,9,0.002,8,38.4,2,1,2,0,0,0,2,0
user_12@scp.local,0,68,9,5,14,0.043,19,20.2,2,1,2,6,0,0,1,1
user_28@scp.local,0,16,8,1,16,0.047,21,111.1,0,1,0,14,0,0,0,1
user_30@scp.local,0,87,8,0,13,0.03,8,96.3,2,1,3,0,0,0,2,0
user_14@scp.local,0,55,4,1,12,0.033,8,63.3,1,1,1,0,0,0,0,0
user_20@scp.local,0,75,0,3,11,0.026,8,18.7,2,1,3,0,0,0,2,0
user_32@scp.local,0,63,13,6,17,0.016,8,104.9,2,1,0,0,0,0,2,0
user_34@scp.local,0,94,1,3,9,0.0,5,14.2,2,1,0,0,0,0,2,0
user_8@scp.local,0,84,7,4,9,0.04,5,74.4,0,1,1,0,0,0,1,0
user_5@scp.local,0,64,8,3,15,0.036,3,73.5,1,1,1,0,0,0,2,0
user_25@scp.local,0,60,7,5,10,0.02,8,105.9,2,1,3,0,0,0,2,0
user_40@scp.local,0,19,10,2,10,0.043,6,87.6,1,1,1,0,0,0,1,0
user_27@scp.local,0,89,7,4,13,0.05,5,110.9,2,1,3,0,0,0,0,0
user_16@scp.local,0,22,5,1,12,0.018,4,85.0,1,1,3,0,0,0,1,0
user_48@scp.local,0,74,9,2,15,0.031,7,48.8,0,1,3,0,0,0,0,0
user_33@scp.local,0,43,1,0,11,0.026,7,83.5,1,1,0,0,0,0,0,0
user_45@scp.local,0,73,9,5,14,0.002,9,102.3,0,1,2,0,0,0,1,0
user_17@scp.local,0,91,4,5,13,0.019,7,72.2,1,3,2,0,0,0,0,0
user_16@scp.local,0,47,4,2,17,0.045,3,101.5,2,1,2,0,0,0,2,0
user_9@scp.local,0,16,0,2,9,0.03,7,117.7,0,1,1,0,0,0,0,0
user_1@scp.local,0,83,5,4,11,0.035,5,41.7,0,1,1,0,0,0,0,0
user_24@scp.local,0,94,6,1,17,0.005,5,50.2,1,1,3,0,0,0,2,0
user_20@scp.local,0,64,9,2,14,0.033,8,62.3,0,1,1,0,0,0,0,0
user_21@scp.local,0,74,3,3,11,0.005,4,24.5,2,1,2,0,0,0,2,0
user_2@scp.local,0,12,5,3,16,0.045,7,118.5,0,1,2,0,0,0,2,0
user_45@scp.local,0,28,5,1,13,0.001,8,103.6,2,1,2,0,0,0,1,0
user_18@scp.local,0,39,8,1,10,0.012,8,45.4,2,1,2,0,0,0,2,0
user_30@scp.local,0,15,1,1,16,0.03,7,55.6,2,1,1,0,0,0,0,0
user_19@scp.local,0,60,0,0,15,0.002,10,109.1,0,1,2,0,0,0,2,0
user_44@scp.local,0,79,1,3,13,0.035,6,111.1,1,1,3,0,0,0,2,0
user_4@scp.local,0,32,9,3,12,0.03,3,10.8,1,1,0,0,0,0,1,0
user_32@scp.local,0,87,1,0,11,0.027,10,67.4,1,1,2,0,0,0,1,0
user_30@scp.local,0,42,6,5,14,0.043,5,53.1,0,1,1,0,0,0,2,0
user_25@scp.local,0,58,5,0,11,0.002,7,114.8,2,1,2,0,0,0,1,0
user_50@scp.local,0,57,8,5,17,0.008,7,24.6,1,1,2,0,0,0,1,0
user_12@scp.local,0,36,1,1,17,0.012,6,11.8,2,1,0,0,0,0,0,0
user_5@scp.local,0,69,1,4,16,0.042,5,26.4,1,1,1,0,0,0,0,0
user_9@scp.local,0,47,0,0,14,0.022,7,12.4,2,1,0,0,0,0,2,0
user_8@scp.local,0,40,2,3,17,0.028,9,17.3,2,1,3,0,0,0,0,0
user_30@scp.local,0,34,5,4,9,0.003,5,97.2,2,1,2,0,0,0,0,0
user_29@scp.local,8,59,8,0,16,0.045,10,67.0,0,5,1,0,0.051,0,2,1
user_20@scp.local,0,71,7,3,13,0.011,8,26.2,2,1,1,0,0,0,1,0
user_21@scp.local,0,446,6,2,16,0.644,28,68.8,2,1,2,0,0,0,0,1
user_18@scp.local,0,10,1,4,9,0.034,3,54.4,0,1,0,0,0,0,2,0
user_21@scp.local,0,23,0,4,16,0.035,7,16.4,0,1,1,0,0,0,0,0
user_27@scp.local,0,82,0,3,15,0.035,10,61.9,2,1,3,0,0,0,2,0
user_33@scp.local,0,38,9,3,10,0.033,7,99.0,0,1,0,0,0,0,1,0
user_49@scp.local,0,88,2,3,11,0.03,3,90.8,0,1,0,0,0,0,0,0
user_9@scp.local,0,50,7,1,14,0.01,6,33.5,2,1,1,0,0,0,1,0
user_39@scp.local,0,97,8,0,14,0.047,5,44.4,1,1,3,0,0,0,1,0
user_8@scp.local,0,11,54,60,11,0.025,8,92.0,0,1,1,0,0,0,9,1
user_39@scp.local,0,99,8,2,15,0.016,3,119.3,0,1,3,0,0,0,2,0
user_14@scp.local,0,31,10,0,14,0.048,6,115.9,2,1,3,0,0,0,0,0
user_41@scp.local,0,93,6,2,16,0.034,5,24.8,2,1,1,0,0,0,2,0
user_36@scp.local,0,36,4,2,10,0.031,9,72.1,0,1,0,0,0,0,2,0
user_20@scp.local,0,69,3,3,12,0.027,4,41.8,0,1,2,0,0,0,1,0
user_44@scp.local,0,56,9,0,6,0.05,10,357.4,0,1,1,0,0,0,1,1
user_23@scp.local,0,76,9,0,9,0.002,7,30.4,1,1,2,0,0,0,2,0
user_9@scp.local,0,80,4,3,12,0.025,8,82.2,2,1,0,0,0,0,2,0
user_31@scp.local,4,70,9,25,11,0.269,6,74.2,4,1,5,0,0,0,2,1
user_14@scp.local,0,87,2,3,9,0.012,9,97.9,2,1,0,0,0,0,1,0
user_38@scp.local,0,44,7,1,14,0.045,3,71.7,0,1,2,0,0,0,0,0
user_38@scp.local,0,52,6,5,13,0.045,20,25.4,1,1,1,20,0,0,1,1
user_16@scp.local,0,74,5,3,15,0.027,9,19.8,1,1,2,0,0,0,2,0
user_35@scp.local,0,42,4,3,16,0.046,7,54.2,2,1,2,0,0,0,0,0
user_45@scp.local,0,442,0,0,10,0.322,19,108.1,2,1,0,0,0,0,0,1
user_15@scp.local,0,56,8,2,13,0.029,10,107.1,1,1,1,0,0,0,0,0
